0.032699,0.024866,0.55877
0.032432,0.024691,0.74109
0.032184,0.024488,0.89411
0.031951,0.024265,1.0241
0.031731,0.024027,1.1356
0.031521,0.023778,1.232
0.03132,0.023522,1.3159
0.031125,0.023258,1.3892
0.030936,0.02299,1.4532
0.030752,0.022717,1.5093
0.030573,0.022442,1.5583
0.030396,0.022163,1.6011
0.030223,0.021882,1.6381
0.030052,0.021599,1.67
0.029883,0.021314,1.6971
0.029715,0.021028,1.7199
0.029549,0.020741,1.7387
0.029384,0.020453,1.7537
0.02922,0.020164,1.7652
0.029057,0.019875,1.7733
0.028894,0.019585,1.7783
0.02873,0.019295,1.7803
0.028567,0.019004,1.7795
0.028404,0.018714,1.776
0.02824,0.018424,1.7698
0.028076,0.018133,1.7611
0.027911,0.017843,1.75
0.027744,0.017554,1.7366
0.027577,0.017264,1.7208
0.027409,0.016976,1.7028
0.027238,0.016688,1.6826
0.027067,0.016401,1.6603
0.026893,0.016114,1.6359
0.026717,0.015829,1.6094
0.026539,0.015545,1.5809
0.026359,0.015263,1.5504
0.026176,0.014982,1.5179
0.02599,0.014702,1.4834
0.0258,0.014425,1.447
0.025607,0.01415,1.4087
0.025411,0.013877,1.3684
0.025211,0.013607,1.3263
0.025006,0.01334,1.2822
0.024796,0.013076,1.2363
0.024582,0.012816,1.1886
0.024362,0.01256,1.139
0.024137,0.01231,1.0877
0.023906,0.012064,1.0346
0.023668,0.011824,0.97983
0.023423,0.011592,0.9235
0.023172,0.011367,0.86569
0.022912,0.01115,0.80655
0.022645,0.010943,0.74626
0.022371,0.010746,0.68505
0.022088,0.010561,0.62317
0.021798,0.010389,0.56096
0.0215,0.010232,0.4988
0.021195,0.010089,0.43711
0.020883,0.0099622,0.37635
0.020566,0.0098522,0.317
0.020244,0.0097594,0.25955
0.019917,0.0096838,0.20445
0.019588,0.0096252,0.15212
0.019257,0.0095831,0.10292
0.018925,0.0095566,0.057147
0.018592,0.0095447,0.015017
0.018259,0.0095461,-0.023311
0.017926,0.0095597,-0.057737
0.017595,0.009584,-0.088216
0.017264,0.0096177,-0.11474
0.016934,0.0096594,-0.13732
0.016605,0.0097077,-0.15602
0.016277,0.0097615,-0.17088
0.015949,0.0098194,-0.18197
0.015622,0.0098802,-0.18937
0.015295,0.0099428,-0.19316
0.014968,0.010006,-0.1934
0.014641,0.010069,-0.19019
0.014314,0.01013,-0.1836
0.013986,0.010189,-0.17372
0.013657,0.010244,-0.16063
0.013327,0.010294,-0.14444
0.012997,0.010339,-0.12523
0.012666,0.010377,-0.10314
0.012334,0.010407,-0.078286
0.012001,0.010429,-0.050817
0.011669,0.010441,-0.020897
0.011336,0.010442,0.011287
0.011003,0.010433,0.045532
0.010671,0.010412,0.081613
0.01034,0.010379,0.11929
0.010012,0.010333,0.15832
0.0096851,0.010275,0.19843
0.0093612,0.010204,0.23937
0.0090407,0.010121,0.28089
0.0087238,0.010025,0.32273
0.008411,0.0099175,0.36467
0.0081026,0.0097986,0.4065
0.0077987,0.0096687,0.44802
0.0074996,0.0095286,0.48908
0.0072054,0.0093787,0.52951
0.006916,0.0092198,0.56921
0.0066315,0.0090523,0.60807
0.0063518,0.0088769,0.64599
0.0060769,0.0086942,0.68292
0.0058065,0.0085047,0.71879
0.0055406,0.008309,0.75357
0.005279,0.0081074,0.78722
0.0050215,0.0079005,0.81972
0.0047679,0.0076887,0.85105
0.0045181,0.0074723,0.8812
0.0042719,0.0072517,0.91018
0.0040291,0.0070273,0.93796
0.0037894,0.0067993,0.96457
0.0035528,0.0065681,0.99
0.003319,0.0063338,1.0143
0.003088,0.0060967,1.0373
0.0028594,0.0058571,1.0593
0.0026332,0.0056151,1.0801
0.0024092,0.005371,1.0997
0.0021872,0.0051248,1.1182
0.0019672,0.0048768,1.1356
0.0017489,0.0046271,1.1519
0.0015323,0.0043759,1.1671
0.0013171,0.0041233,1.1811
0.0011034,0.0038694,1.1941
0.00089083,0.0036144,1.206
0.00067943,0.0033583,1.2168
0.00046903,0.0031012,1.2265
0.00025953,0.0028433,1.2352
5.0802e-05,0.0025847,1.2428
-0.00015726,0.0023254,1.2493
-0.00036477,0.0020656,1.2548
-0.00057184,0.0018053,1.2592
-0.00077857,0.0015446,1.2625
-0.00098507,0.0012836,1.2648
-0.0011915,0.0010224,1.266
-0.0013978,0.00076116,1.2661
-0.0016043,0.00049983,1.2652
-0.001811,0.00023855,1.2632
-0.0020179,-2.26e-05,1.26
-0.0022253,-0.00028352,1.2558
-0.0024333,-0.00054413,1.2505
-0.0026419,-0.00080433,1.2441
-0.0028512,-0.001064,1.2366
-0.0030615,-0.0013231,1.2279
-0.0032728,-0.0015815,1.2181
-0.0034852,-0.0018391,1.2071
-0.0036989,-0.0020958,1.1949
-0.003914,-0.0023514,1.1815
-0.0041306,-0.0026058,1.1669
-0.004349,-0.0028589,1.1511
-0.0045692,-0.0031105,1.134
-0.0047914,-0.0033605,1.1156
-0.0050159,-0.0036087,1.096
-0.0052426,-0.0038549,1.075
-0.005472,-0.0040989,1.0526
-0.005704,-0.0043404,1.0288
-0.0059391,-0.0045793,1.0036
-0.0061772,-0.0048151,0.97695
-0.0064188,-0.0050477,0.9488
-0.0066639,-0.0052767,0.91913
-0.0069129,-0.0055017,0.88791
-0.0071659,-0.0057222,0.85509
-0.0074233,-0.0059379,0.82065
-0.0076853,-0.0061482,0.78456
-0.007952,-0.0063525,0.7468
-0.0082239,-0.0065501,0.70735
-0.008501,-0.0067404,0.6662
-0.0087835,-0.0069226,0.62337
-0.0090717,-0.0070959,0.57886
-0.0093655,-0.0072592,0.53273
-0.0096651,-0.0074117,0.48504
-0.0099703,-0.0075522,0.4359
-0.010281,-0.0076798,0.38544
-0.010597,-0.0077934,0.33383
-0.010917,-0.007892,0.2813
-0.011242,-0.0079747,0.2281
-0.01157,-0.0080407,0.17453
-0.011901,-0.0080895,0.12092
-0.012233,-0.0081208,0.067611
-0.012566,-0.0081345,0.014958
-0.012898,-0.0081309,-0.036693
-0.01323,-0.0081103,-0.087014
-0.01356,-0.0080736,-0.13571
-0.013888,-0.0080214,-0.18251
-0.014212,-0.0079548,-0.2272
-0.014534,-0.0078749,-0.26958
-0.014852,-0.0077828,-0.3095
-0.015166,-0.0076795,-0.34685
-0.015477,-0.0075661,-0.38152
-0.015785,-0.0074438,-0.41344
-0.01609,-0.0073134,-0.44254
-0.016391,-0.007176,-0.46878
-0.01669,-0.0070324,-0.4921
-0.016986,-0.0068835,-0.51246
-0.01728,-0.0067301,-0.52982
-0.017573,-0.006573,-0.54413
-0.017864,-0.0064129,-0.55533
-0.018154,-0.0062505,-0.56336
-0.018443,-0.0060867,-0.56814
-0.018733,-0.005922,-0.5696
-0.019022,-0.0057573,-0.56762
-0.019313,-0.0055932,-0.56209
-0.019604,-0.0054307,-0.55288
-0.019897,-0.0052705,-0.53983
-0.020192,-0.0051137,-0.52276
-0.02049,-0.0049611,-0.50147
-0.02079,-0.0048141,-0.47573
-0.021094,-0.0046739,-0.4453
-0.021403,-0.0045421,-0.40992
-0.021715,-0.0044203,-0.3693
-0.022032,-0.0043104,-0.32316
-0.022353,-0.0042148,-0.27126
-0.022679,-0.0041358,-0.21339
-0.023008,-0.0040759,-0.14945
-0.02334,-0.0040377,-0.079516
-0.023673,-0.0040237,-0.0038346
-0.024005,-0.0040357,0.077089
-0.024333,-0.0040749,0.16252
-0.024656,-0.0041416,0.25152
-0.024971,-0.0042351,0.34309
-0.025277,-0.0043539,0.43619
-0.025571,-0.004496,0.52992
-0.025853,-0.0046588,0.62349
-0.026124,-0.0048401,0.7163
-0.026383,-0.0050374,0.80789
-0.026631,-0.0052487,0.89795
-0.026868,-0.005472,0.98628
-0.027095,-0.0057057,1.0727
-0.027312,-0.0059484,1.1573
-0.027521,-0.0061989,1.2399
-0.027722,-0.0064562,1.3206
-0.027916,-0.0067194,1.3993
-0.028103,-0.0069879,1.4762
-0.028283,-0.007261,1.5513
-0.028458,-0.0075381,1.6247
-0.028627,-0.0078189,1.6963
-0.028791,-0.0081029,1.7663
-0.02895,-0.0083898,1.8347
-0.029105,-0.0086793,1.9016
-0.029256,-0.0089711,1.967
-0.029403,-0.0092651,2.031
-0.029547,-0.0095611,2.0935
-0.029687,-0.0098588,2.1548
-0.029824,-0.010158,2.2147
-0.029958,-0.010459,2.2733
-0.030089,-0.010761,2.3308
-0.030218,-0.011065,2.387
-0.030344,-0.011369,2.442
-0.030468,-0.011675,2.496
-0.030589,-0.011982,2.5488
-0.030709,-0.01229,2.6005
-0.030826,-0.012598,2.6512
-0.030942,-0.012907,2.7008
-0.031056,-0.013218,2.7495
-0.031168,-0.013528,2.7971
-0.031278,-0.01384,2.8438
-0.031387,-0.014152,2.8895
-0.031495,-0.014465,2.9343
-0.031601,-0.014778,2.9781
-0.031705,-0.015092,3.021
-0.031809,-0.015406,3.0631
-0.031911,-0.015721,3.1042
-0.032012,-0.016036,3.1445
-0.032111,-0.016352,3.1839
-0.03221,-0.016668,3.2224
-0.032308,-0.016985,3.2601
-0.032404,-0.017302,3.297
-0.0325,-0.017619,3.333
-0.032595,-0.017936,3.3682
-0.032689,-0.018254,3.4026
-0.032782,-0.018572,3.4362
-0.032874,-0.018891,3.469
-0.032965,-0.019209,3.5009
-0.033056,-0.019528,3.5321
-0.033146,-0.019848,3.5625
-0.033235,-0.020167,3.5921
-0.033324,-0.020487,3.6209
-0.033412,-0.020807,3.6489
-0.033499,-0.021127,3.6761
-0.033586,-0.021447,3.7025
-0.033672,-0.021767,3.7282
-0.033758,-0.022088,3.753
-0.033843,-0.022409,3.7771
-0.033928,-0.02273,3.8004
-0.034012,-0.023051,3.8228
-0.034096,-0.023372,3.8445
-0.03418,-0.023694,3.8654
-0.034263,-0.024016,3.8855
-0.034345,-0.024337,3.9048
-0.034427,-0.024659,3.9233
-0.034509,-0.024981,3.941
-0.034591,-0.025303,3.9579
-0.034672,-0.025626,3.9739
-0.034753,-0.025948,3.9891
-0.034834,-0.02627,4.0035
-0.034914,-0.026593,4.0171
-0.034994,-0.026916,4.0297
-0.035074,-0.027238,4.0416
-0.035154,-0.027561,4.0525
-0.035234,-0.027884,4.0626
-0.035313,-0.028207,4.0718
-0.035392,-0.02853,4.0801
-0.035472,-0.028853,4.0875
-0.035551,-0.029176,4.0939
-0.035629,-0.0295,4.0994
-0.035708,-0.029823,4.104
-0.035787,-0.030146,4.1076
-0.035866,-0.03047,4.1102
-0.035944,-0.030793,4.1118
-0.036023,-0.031117,4.1124
-0.036102,-0.03144,4.1119
-0.03618,-0.031764,4.1104
-0.036259,-0.032088,4.1078
-0.036338,-0.032411,4.104
-0.036417,-0.032735,4.0992
-0.036496,-0.033059,4.0932
-0.036575,-0.033382,4.086
-0.036654,-0.033706,4.0776
-0.036734,-0.03403,4.0679
-0.036814,-0.034353,4.0569
-0.036894,-0.034677,4.0447
-0.036974,-0.035001,4.031
-0.037054,-0.035325,4.016
-0.037135,-0.035648,3.9995
-0.037216,-0.035972,3.9816
-0.037297,-0.036296,3.9621
-0.037379,-0.036619,3.9409
-0.037462,-0.036943,3.9182
-0.037545,-0.037266,3.8937
-0.037628,-0.03759,3.8674
-0.037712,-0.037913,3.8392
-0.037796,-0.038236,3.8091
-0.037882,-0.03856,3.7769
-0.037968,-0.038883,3.7426
-0.038054,-0.039206,3.7061
-0.038142,-0.039529,3.6672
-0.03823,-0.039852,3.6258
-0.03832,-0.040174,3.5817
-0.038411,-0.040497,3.5349
-0.038502,-0.040819,3.4851
-0.038596,-0.041141,3.4321
-0.03869,-0.041463,3.3757
-0.038786,-0.041785,3.3157
-0.038884,-0.042106,3.2517
-0.038984,-0.042427,3.1834
-0.039086,-0.042748,3.1105
-0.03919,-0.043068,3.0325
-0.039297,-0.043388,2.9487
-0.039407,-0.043708,2.8587
-0.03952,-0.044026,2.7616
-0.039638,-0.044344,2.6565
-0.03976,-0.044661,2.5421
-0.039887,-0.044977,2.417
-0.040021,-0.045291,2.279
-0.040162,-0.045603,2.1255
-0.040314,-0.045913,1.9526
-0.040479,-0.046218,1.7544
-0.040662,-0.046518,1.5216
-0.040871,-0.046807,1.2382
-0.041122,-0.047072,0.87344
-0.041433,-0.047269,0.38145
-0.04176,-0.047302,-0.18572
-0.042033,-0.047182,-0.69912
-0.042253,-0.046981,-1.1401
-0.042435,-0.046738,-1.5263
-0.042592,-0.046472,-1.8727
-0.04273,-0.046191,-2.1898
-0.042855,-0.0459,-2.4842
-0.042968,-0.045603,-2.7605
-0.043073,-0.045301,-3.0222
-0.04317,-0.044994,-3.2716
-0.043261,-0.044685,-3.5107
-0.043347,-0.044373,-3.7407
-0.043429,-0.04406,-3.9629
-0.043506,-0.043744,-4.1782
-0.04358,-0.043427,-4.3873
-0.043651,-0.043109,-4.591
-0.043719,-0.04279,-4.7896
-0.043785,-0.04247,-4.9837
-0.043848,-0.042149,-5.1736
-0.043909,-0.041827,-5.3597
-0.043968,-0.041505,-5.5423
-0.044025,-0.041182,-5.7216
-0.044081,-0.040859,-5.8979
-0.044135,-0.040535,-6.0713
-0.044188,-0.040211,-6.2421
-0.044239,-0.039886,-6.4103
-0.044289,-0.039561,-6.5763
-0.044338,-0.039236,-6.7399
-0.044386,-0.03891,-6.9015
-0.044432,-0.038584,-7.0612
-0.044478,-0.038258,-7.2189
-0.044523,-0.037932,-7.3748
-0.044567,-0.037605,-7.529
-0.04461,-0.037278,-7.6816
-0.044652,-0.036951,-7.8326
-0.044693,-0.036624,-7.9822
-0.044734,-0.036296,-8.1303
-0.044774,-0.035969,-8.277
-0.044813,-0.035641,-8.4224
-0.044852,-0.035313,-8.5666
-0.04489,-0.034985,-8.7095
-0.044927,-0.034657,-8.8513
-0.044964,-0.034328,-8.9919
-0.045,-0.034,-9.1315
